text,care,fairness,non-moral,subversion,authority,loyalty,purity,betrayal,degradation,harm,cheating
"""@gmawarrior: #GIRLPOWER ask for justice #AllLivesMatter #CDCwhistleblower corruption exposed be a voice for #justice""",0,1,1,0,0,0,0,0,0,0,0
"#HeterosexualPrideDay, #AllLivesMatter, &amp; the idea that there is discrimination against men--all deny reality of oppression &amp; need 4 justice",0,1,1,0,0,0,0,0,0,1,1
@Mediaite this man is a judge? Are you fucking kidding me? The balls of this nasty old bastard. #AllLivesMatter and this shit has to stop!,0,0,1,0,0,0,0,0,1,0,0
#blacklivesmatter a racist act? Why no mention? #AllLivesMatter human life is human life. http://t.co/dOKc1wrJ82,0,1,1,0,0,0,0,0,0,1,1
HOLY LOVE___ #AllLivesMatter #TeamGOD #TaniaSpeaks #PRAY for love. #God. https://t.co/IrJpbwm5h3,1,0,1,0,0,0,0,0,0,0,0
The thing with saying #AllLivesMatter is that you blatantly ignore a corrupt criminal justice system set up against African Americans,0,0,0,0,0,0,0,0,0,1,1
Do civilians have to obey to #orders or #commands from #Police? #PoliceBrutality #AllLivesMatter,0,0,1,0,1,0,0,0,0,0,0
...liberty and JUSTICE for ALL #AllLivesMatter http://t.co/G1gP7EZLQz,0,1,1,0,0,0,0,0,0,0,0
"God bless US ALL , ALL RELIGIONS ALL FAITH ULL RACES #ALLLIVESMATTER #ILOVEBROOKLYN https://t.co/XEJ1TD6ZpT",1,1,1,0,0,0,0,0,0,0,0
#congrats #GoodJobAmerica #Gay rights #Allrights  #AllLivesMatter #marriageequalityforall &lt;3 https://t.co/RmH4BnEMhj,0,1,1,0,0,0,0,0,0,0,0
RIP to the officers who were killed or hurt in Dallas. The fact that I'm seeing people try to justify this is sickening. #AllLivesMatter,1,0,1,0,0,0,0,0,1,1,0
@joey_toledo @Papa_Khelz Isn't empathy and compassion awesome? I'm happy for you. Have a nice Sunday! #AllLivesMatter #UniteBlue #LetLoveWin,1,0,1,0,0,1,0,0,0,0,0
where is the justice for these blatant hate crimes #AllLivesMatter.. #ICantBreathe #RIPEricGarner http://t.co/kXuLdnwWES,0,1,1,0,0,0,0,0,0,1,0
"#AllLivesMatter Respect police authority but ""you do illegal shit"" thats disrespect in itself. Rich. White. Girl. http://t.co/lBqRq6G2v3",0,0,1,1,1,0,0,0,0,0,0
Sick of all this racism #AllLivesMatter,0,0,1,0,0,0,0,0,1,1,1
"Evil exists. It transcends race, gender, and politics. #MuslimLivesMatter #BlackLivesMatter #WhiteLivesMatter #AllLivesMatter",0,0,1,0,0,0,0,0,1,0,0
RT “@AngryBlackLady: Ask the #AllLivesMatter crowd. The #BlackLivesMatter crowd has been tweeting about it. 🐸☕️😴😴https://t.co/X11nnN4cJW”,0,0,1,0,0,0,0,0,0,1,0
@recordsjustice Unblessed AMERICA! #OiP #UniteBlue #UncuffOurCops #FreeAmirNow  #AllLivesMatter #STOPHATEPROTESTS http://t.co/L1ALYgK6jN,0,0,1,0,0,0,0,0,0,0,0
"Compassion is not loving people more, but knowing them lovingly. #AllLivesMatter #FindABetterWay",1,0,0,0,0,1,0,0,0,0,0
"""dictatorship, exploitation, corruption, injustice, misery &amp; hunger"" #AllLivesMatter  https://t.co/UzJJkVy6ir",0,0,1,0,0,0,0,1,0,0,1
"Satan's desire is not to harm us, but, to take us out! #BlackLivesMatter #AllLivesMatter @BishopStephens #GGCTransforms",0,0,1,0,0,0,0,0,0,1,0
"As we avenges the 127 slaughtered, 500+ harmed please report on the # of noncombatants we kill or maim
#AllLivesMatter 
@npr @nytimes @vice",1,0,1,0,0,0,0,0,0,1,0
"#GoatsLivesMatter
#Trump2016
#NoSyrianRefugees 
#DemocratsForTrump 
#BlueLivesMatter
#AllLivesMatter 
#Trump
 https://t.co/CZkE88dTBi",1,0,1,0,0,0,0,0,0,1,0
May god Bless the Souls of D innocent #NYPD Fallen N TheirFamilies #AllLivesMatter,1,0,1,0,0,0,0,0,0,0,0
"@MetalDanIRL Do people not realize that killing innocent cops is just as bad as killing innocent African Americans!
#ALLLIVESMATTER",0,1,1,0,0,0,0,0,0,1,0
"No ""Oct. Surprise"": GOP's failed Reagan Legacy https://t.co/bMpMJ5JHVi #BernieOrBust #WeAreFlorida #AllLivesMatter #BlackLivesMatter",0,0,1,0,0,0,0,0,0,0,0
"@Montel_Williams #alllivesmatter, teach respect for the law and law enforcement officers!!!!",0,0,1,0,1,0,0,0,0,0,0
Racial Justice Reflection Toolkit  #Anonymous   #BodhiSec   #BlackLivesMatter   #AllLivesMatter http://t.co/OAbwGNUDFx,0,1,1,0,0,0,0,0,0,0,0
LOVE must conquer fear.  Here's to cultivating love &amp; peace FOR ALL PEOPLE. #ALLlivesMATTER #BuildBridgesNotWalls #PrayingForOrlando 💙🙏🏽,1,1,1,0,0,0,0,0,0,0,0
"#Ferguson &amp; #Baltimore: Vigilantism with phony, invalid causes. Purely brainless, bloodthirsty, greedy vigiliantism. 
#AllLivesMatter",0,0,1,0,0,0,0,0,1,1,0
The disrespect smh. #BlackLivesMatter * https://t.co/CxrZO4B7kL,0,0,1,1,0,0,0,0,1,0,0
The disrespect smh. #BlackLivesMatter * https://t.co/CxrZO4B7kL,0,0,1,1,0,0,0,1,0,0,0
The disrespect smh. #BlackLivesMatter * https://t.co/CxrZO4B7kL,0,0,1,1,0,0,0,0,1,0,0
The disrespect smh. #BlackLivesMatter * https://t.co/CxrZO4B7kL,0,0,1,1,0,0,0,1,0,0,0
@anonOPERATI0N #BadgesDontGrantExtraRights #BeSafeStayFreeGetHome #EricGarner #TamirRice deserve justice #AllLivesMatter,0,1,1,0,0,0,0,0,0,0,0
"#Anonymous #AllLivesMatter - One Race - The Human Race!
USA Police Brutality and Killing of Human Beings is Unacceptable.
Divided by Zero.",1,0,1,0,0,0,0,0,0,1,0
If it was all about shooting blacks don't you think there would be alot less around? #AllLivesMatter #BlackLivesMatter #WhiteLivesMatter,0,0,1,0,0,0,0,0,0,1,0
Justice for #AltonSterling #GODfirst #BlackLivesMatter #WhiteLivesMatter #AllLivesMatter  https://t.co/0sUHfbJkgr,0,1,1,0,0,0,0,0,0,0,0
"""A Psalm of praise. Make a joyful noise unto the LORD, all ye lands.""
#Psalms 100:1  #AllLivesMatter  God Bless to all &lt;3",0,0,1,0,0,0,0,0,0,0,0
"#BlackLivesMatter 
#AllLivesMatter
Justice for 
#AltonSterling 
#FalconHeightsShooting 
#DylanNoble",0,1,1,0,0,0,0,0,0,0,0
"Never make fun of someone for autisim, threaten violence, or harass them http://t.co/IANpcUCRd8 #aspergers #antiterrorist #AllLivesMatter",1,0,1,0,0,0,0,0,0,1,0
JUSTICE FOR THE GORILLA. #AllLivesMatter,1,1,0,0,0,0,0,0,0,0,0
"From the '12-'16 Constitution Party platform Sanctity of Life

http://t.co/xtG1QNUFSU

#prolife @ProLifeYouth @prolifenews #AllLivesMatter",0,0,1,0,0,0,1,0,0,0,0
"Liberty and justice for all? #sayhername #blacklivesmatter #alllivesmatter ""....Last month,… https://t.co/PfUeZJd61O",0,1,1,0,0,0,0,0,0,0,0
"Liberty and justice for all? #sayhername #blacklivesmatter #alllivesmatter ""....Last month,… https://t.co/PfUeZJd61O",0,1,0,1,0,1,0,0,0,0,1
"Liberty and justice for all? #sayhername #blacklivesmatter #alllivesmatter ""....Last month,… https://t.co/PfUeZJd61O",0,1,1,0,0,0,0,0,0,0,0
"Liberty and justice for all? #sayhername #blacklivesmatter #alllivesmatter ""....Last month,… https://t.co/PfUeZJd61O",0,1,0,1,0,1,0,0,0,0,1
Why cant we all be friendly ones.Have some passion &amp; compassion for the world. #StayStrong #NoRaceWar #AllLivesmatter ✊🌎,1,0,1,0,0,1,0,0,0,0,0
"@lilnaturalista beliefs of #AllLivesMatter , queens over bitches/hoes, rebel flag isn't racist . Shit like that",0,1,1,0,0,0,0,1,0,0,0
Guess what people #AllLivesMatter  End #PoliceBrutality  #ftp #EricGarner #KellyThomas  #MikeBrown  #TamirRice,1,0,1,0,0,0,0,0,0,0,0
"Check out ""Prayer (Part 4) - The Sanctity of Human Life"" on Vimeo http://t.co/70h3sFNIQS #Vimeo #prolife #abortion #alllivesmatter",0,0,1,0,0,0,1,0,0,0,0
#blacklivesmatter #whitelivesmatter #alllivesmatter this is all corrupt racist BS,0,0,1,0,0,0,0,0,0,1,1
Let's end poverty #AllLivesMatter https://t.co/QRPZjERLRD,1,0,1,0,1,1,0,0,0,0,0
http://t.co/b11HcDSIcV wow so much disrespect to the country. #AllLivesMatter,0,0,1,1,0,0,0,0,0,0,0
#loveRules Stranger captures heartwarming act of kindness by restaurant... | http://t.co/LrGDtzqGIE #AllLivesMatter http://t.co/Tr9WkZFJlY,1,0,1,0,0,0,0,0,0,0,0
#loveRules Stranger captures heartwarming act of kindness by restaurant... | http://t.co/LrGDtzqGIE #AllLivesMatter http://t.co/Tr9WkZFJlY,1,1,0,0,0,0,0,0,0,0,0
#loveRules Stranger captures heartwarming act of kindness by restaurant... | http://t.co/LrGDtzqGIE #AllLivesMatter http://t.co/Tr9WkZFJlY,1,0,1,0,0,0,0,0,0,0,0
#loveRules Stranger captures heartwarming act of kindness by restaurant... | http://t.co/LrGDtzqGIE #AllLivesMatter http://t.co/Tr9WkZFJlY,1,1,0,0,0,0,0,0,0,0,0
"I STAND WITH YOU @DallasPD, &amp; against all those who intend 2 inflict harm on any human being because #alllivesmatter https://t.co/PsDDCEdw9m",1,0,1,0,1,1,0,0,0,0,0
"Jews and Blacks abuse government protected minority ""victim"" status to commit RACIST HATE CRIMES  #AllLivesMatter",0,0,1,0,0,0,0,1,0,1,1
"""With liberty and JUSTICE FOR ALL?"" 😕 #AllLivesMatter #JusticeforVonte #BlackLivesMatter",0,1,1,0,0,0,0,0,0,0,0
"""With liberty and JUSTICE FOR ALL?"" 😕 #AllLivesMatter #JusticeforVonte #BlackLivesMatter",0,1,1,0,0,0,0,0,0,0,0
"""With liberty and JUSTICE FOR ALL?"" 😕 #AllLivesMatter #JusticeforVonte #BlackLivesMatter",0,1,1,0,0,0,0,0,0,0,0
"""With liberty and JUSTICE FOR ALL?"" 😕 #AllLivesMatter #JusticeforVonte #BlackLivesMatter",0,1,1,0,0,0,0,0,0,0,0
We admire compassion but #Bible shows #compassion is frequently yoked w/ #repentance. https://t.co/XdCU8CPiVU #alllivesmatter #weexpectmore,1,0,1,0,0,1,0,0,0,0,0
“@AcaciaBrinley: Appalled #MuslimLivesMatter #AllLivesMatter” respect,0,0,1,0,1,0,0,0,1,0,0
"Rioting, looting innocent bystanders is pathetic &amp; so absurd. Nothing wrong  with protests if done peacefully. #Ferguson #AllLivesMatter",0,0,1,1,0,0,0,0,0,1,1
@ABC @POTUS Yes Chris Rock says it best. Obey the law. #Alllivesmatter,0,0,1,0,1,0,0,0,0,0,0
@johnlegend you are the one who is racist! #Trump2016 #AllLivesMatter,0,0,1,0,0,0,0,1,0,1,1
I hope there is compassion for all the innocent victims! #AllLivesMatter #BlackLivesMatter,1,0,0,0,0,0,0,0,0,0,0
Not all lives matter. Those who persecute and destroy and poison do not matter. #StopLying #NotAllLivesMatter #AllLivesMatter,0,0,1,0,0,0,0,0,0,1,0
"Really :#pandora. Supporting #BlackLivesMatter over supporting our hero's ? You lost a loyal listener !
#Alllivesmatter !!",0,0,1,0,0,1,0,1,0,0,0
"@TheView @sunny Protest agitators,all colors,destroying peaceful protests Most #BLM work 4 change. Violence begets violence #alllivesmatter",0,0,1,1,0,0,0,0,0,1,0
"""@LWalshMusic: Racism Hate Crimes NEED to stop! 
#MuslimLivesMatter 
#AllLivesMatter""",1,1,1,0,0,0,0,1,0,0,0
"Police force is not Justification, for the good of all just lets obey #police commands. Even if they are wrong or right  #AllLivesMatter",0,0,1,0,1,0,0,0,0,1,0
@ryukiddn @jstines3 @mericanrefugee ~No life No justice #PJNET #AllLivesMatter #ProLife #DefundPlannedParenthood http://t.co/9xnfcZZJDW,0,0,1,0,0,0,0,0,0,0,1
"BREAKING PATRIOT NEWS: ""THE NIGGA"" IN OUR WHITE HOUSE!!!!

#ALLLIVESMATTER A 100% COMMIE MARXIST MUSLIM SHITBAG.... https://t.co/2fKFn4VY80",0,0,1,0,0,1,0,1,0,0,0
March for Justice #BlackLivesMatter #HandsUpDontShoot #AllLivesMatter http://t.co/CfchPJD0tX,0,1,1,0,0,0,0,0,0,0,0
The Dignity of Human Life: http://t.co/dMWcth4RyP #sanctityoflife #AllLivesMatter #prolife #beavoice,0,0,1,0,0,0,1,0,0,0,0
@krystasonrisa @FACTSoverFEELS lmao many find you idiots racist and dumb. #alllivesmatter seriously! I'm sick of ignorant and racist folks!,0,0,1,0,0,0,0,0,1,1,1
Watching these videos making me tear up 😕 #alllivesmatter #ripinnocentsouls,1,0,1,0,0,0,0,0,0,0,0
@shefalikulkarni @AmyStephen Solidarity with my muslim brothers and sisters! #Ferguson2Palestine #AllLivesMatter #MuslimLivesMatter,0,0,0,0,0,1,0,0,0,1,1
"Great to hear community stood together with #PHxMosque #BeMosqued

#MuslimLivesMatter #AllLivesMatter #NotMyAmerica  https://t.co/E1niGvoTNN",0,0,1,0,0,1,0,0,0,0,0
Justice not revenge! #ChapelHillShooting #AllLivesMatter #MuslimLivesMatter,0,1,1,0,0,0,0,0,0,0,0
"Metta &amp; compassion to all affected by the shooting in Charleston, SC #CharlestonShooting #AllLivesMatter #StopTheHate #StopKilling",1,0,1,0,0,0,0,0,0,1,0
My thoughts and unconditional love is with the families #AllLivesMatter #CopsLivesMatter #NYPD #IStandWithNYPD http://t.co/vmeve5bgNB,0,0,1,0,0,1,0,0,0,0,0
"#NYCCivilWar Either way you look at it, one act doesn't speak for the collective. #AllLivesMatter",0,0,1,0,0,0,0,0,0,0,0
"@iam_spazz @solinnx #AllLivesMatter Allahuakbar! Allah will never forgive these. Filthy, dirty, stinking, nasty terrorist called Alshabab!",0,0,1,0,0,0,0,0,1,1,0
"@allicatttx @WFinchner  no death is 'deserved', especially when u aren't harmed wit any weapon, black, white, blue, red, #alllivesmatter",0,0,1,0,0,0,0,0,0,1,0
"@danbongino A lot of this could be avoided if people would obey lawful orders, not run, and not resist arrest. #AllLivesMatter",0,0,1,0,1,0,0,0,0,0,0
Liberals who supported a Gay Pride Parade &amp; Black History Month are suddenly offended by White Appreciation Day. #AllLivesMatter,0,0,1,0,0,1,0,0,0,0,0
If one of us is hurting we are all hurting #AllLivesMatter #WeAreOne #Unity https://t.co/EDVYlZBeTe,0,0,1,0,0,0,0,0,0,1,0
@thumbrepublican ;-) I've got ya! fight them w/ #Facts and kill them with kindness #AllLivesMatter !!!! Thanks and prayers to #DallasPolice,1,0,1,0,0,0,0,0,0,0,0
Life taken. Life wasted. #AllLivesMatter  https://t.co/nyhJePZHNJ,0,0,1,0,0,0,0,0,0,1,0
Original #cpc16 draft was “#AllLivesMatter” https://t.co/xS3mLcputE,0,0,1,0,0,0,0,0,0,0,1
"My heartfelt condolences to the families of Ofc. Ramos/Liu, NYPD and NYC. Let us see and respect the humanity in one another #AllLivesMatter",1,0,1,0,1,0,0,0,0,0,0
"Violence is immoral because ""it leaves society in a monologue rather than a dialogue."" - #MLK #AllLivesMatter... http://t.co/swTWd72RZM",0,0,1,0,0,0,0,0,0,1,0
Justice should not be a debate. I demand justice because #BlackLivesMatter. #PrincetonAgainstRacism #AllLivesMatter http://t.co/I2M5UIRPlc,0,1,1,0,0,0,0,0,0,0,0
"#BlackLivesMatter and #AllLivesMatter, unfair question.",0,1,1,0,0,0,0,0,0,0,1
"#BlackLivesMatter and #AllLivesMatter, unfair question.",0,0,1,0,0,0,0,0,0,0,1
"#BlackLivesMatter and #AllLivesMatter, unfair question.",0,1,1,0,0,0,0,0,0,0,1
"#BlackLivesMatter and #AllLivesMatter, unfair question.",0,0,1,0,0,0,0,0,0,0,1
"#PrayforDALLAS 
#ALLlivesmatter 
#WeAreONE 
Pray for love and peace. 
󾍛❤️",1,0,1,0,0,0,0,0,0,0,0
@ali_naka @AmahoroI @landrysibo @JanRuhere @Umuvugakuri Human beings #AllLivesMatter #BlackLivesMatter #Africans #Americans #Black #White,0,0,1,0,0,0,0,0,0,0,0
"I will continue to teach my children we are human, not a color.  Everyone deserves respect and kindness  first #alllivesmatter",1,1,0,0,1,1,0,0,0,0,0
EXACTLY #BlackLivesMatter  https://t.co/FINeIQ1GHG,0,0,1,1,0,0,0,0,0,0,0
"@BarstoolBigCat justice for one, justice for all. #AllLivesMatter",0,1,1,0,0,0,0,0,0,0,0
@ShaunKing Is also a fraud who is WHITE. #BLM #BlackLivesMatter #AllLivesmatter,0,0,0,0,0,0,0,0,0,1,1
dear #WorldLeaders shal v expect a solidarity march now? #ChapelHillShooting #MuslimLivesMatter #AllLivesMatter #CharlieHebdo #DualStandards,0,0,1,0,0,1,0,0,0,0,0
"@nayleelee Do people not realize that killing innocent cops is just as bad as killing innocent African Americans!
#ALLLIVESMATTER",0,0,0,1,0,0,0,0,0,1,0
#LoveistheAnswer #WeAreONEPeople #WeAreONERace #AllLivesMatter - These acts of terrorism are barbarous but derive from human desperation!,0,0,1,0,0,0,0,0,1,1,0
@CecileRichards compassion starts in the womb!  @alvedaking #alllivesmatter  https://t.co/o2Midpc8bq,1,1,0,0,0,0,0,0,0,0,0
“@_taranicole: Rest in peace to everyone who has lost their lives because of ignorance and hatred #AllLivesMatter” THANK YOU 👏,1,0,1,0,0,0,0,0,0,0,0
"@Delrish_M why don't you tell the citizens in your jurisdiction ""don't disrespect the badge"" also?  #AllLivesMatter",0,0,1,0,1,0,0,0,0,0,0
Supposed solidarity is result of ignorant pawns led by Subversive Activists! #AllLivesMatter! #DontRun b responsible https://t.co/N7L2OMQ51z,0,0,1,1,0,1,0,0,0,0,0
first post will be explain briefly how the premise of #AllLivesMatter is actually racist/stupid/disrespectful as fuck :),0,0,1,0,0,0,0,1,0,1,1
"@BabyAnimalPlcs @Emmarockabilly Utterly digusting, seen this before, Horrific Cruelty #stopcruelty #alllivesmatter #kindnesscounts",1,0,1,0,0,0,0,0,1,1,0
"""It's up to you and me to change this world before it's too late"" Christopher-Michael Vecchia #lyrics #PrayForPeace #AllLivesMatter",0,0,1,0,0,0,0,0,0,0,0
That is a FRAUD and RACIST PAGE! Do NOT RP nor RT THEM‼️‼️✊ #ALLLivesMatter #PrayForBaltimore  https://t.co/g0NPSxbTeJ,0,0,1,0,0,0,0,0,0,1,1
"#AllLivesMatter, as long as you don't cause abuse, or harm to others.",1,0,1,0,0,0,0,0,0,1,0
We stand united with law enforcement officers from around the world.  Hatred &amp; ignorance shall not conquer.  #DallasPolice #ALLlivesmatter,1,1,0,0,0,1,0,0,0,0,0
"This guy sums it up brilliantly!
#BlackLivesMatter #AllLivesMatter http://t.co/zue4ORIDTU",0,0,1,0,0,0,0,0,0,0,0
"Obey the law, obey the officer &amp; you won't have problems. You run, you get shot. Simple as that. Stop your pity party. 👍
#AllLivesMatter",0,0,1,0,1,0,0,0,0,1,0
Just senseless acts of violence #PrayForDallas #AllLivesMatter,0,0,1,0,0,0,0,0,0,1,0
My heart goes out to all who suffer from any injustice.  #United #peace #love #alllivesmatter… https://t.co/OVhI4naqqv,1,0,0,0,0,0,0,0,0,1,1
"#nojustice #ferguson #allLivesMatter 
Fuck the us. Fuck the police. Fuck our corrupt and immoral justice system.",0,0,1,0,0,0,0,0,0,0,1
@Fandango @Oprah loved #Selma #SelmaMovie thank you for showing the humanity of everyone. #AllLivesMatter #BlackLivesMatter,0,0,1,0,0,0,1,0,0,0,0
"If you are not angry, you are not paying attention.

#AltonSterling 
#AllLivesMatter 
#HumansButNoHumanity https://t.co/CDHgMSMIf5",0,0,1,0,0,0,0,0,0,0,0
"Typical racist. In her mind only #BlackLivesMatter Fact is, #BlueLivesMatter #AllLivesMatter  #GodBlessAmerica  https://t.co/kf51L3KOiW",0,0,1,0,0,0,0,1,0,1,1
You don't fight injustice with injustice #AllLivesMatter,0,1,0,0,0,0,0,0,0,1,1
Such a shame to have groups like the KKK believe that skin colour defines superiority &amp; inferiority #BlackLivesMatter #AllLivesMatter,0,0,1,0,0,0,0,0,1,0,1
"Listen to The Bearded Patriot for Olavo Radio
http://t.co/t6VzV3Knv5 #rt #retweet #AllLivesMatter #tcot #PJNET #tlot #ocra #GOPDebate",0,0,1,0,0,1,0,0,0,0,0
Justice for Deven. #AllLivesMatter,0,1,1,0,0,0,0,0,0,0,0
If people only knew what #GOD does when a selfish person hurts others... #AllLivesMatter #TeamGOD #Divine #Justice https://t.co/tdinid6XwU,0,0,0,0,0,0,0,0,0,1,0
#socialgood #cause #volunteer #4change #alllivesmatter #blacklivesmatter #bluelivesmatter #socialmedia #startup RE: https://t.co/eQXVOjKXfT,0,0,1,0,0,0,0,1,0,0,0
"""I look to a day when people will not be judged by the color of their skin, but by the content of their character."" - MLK #AllLivesMatter",0,1,1,0,0,0,0,0,0,0,0
YAAAAAAAAS #truthbomb #AllLivesMatter  https://t.co/53EXFHwVWX,1,0,1,0,1,0,0,0,0,1,0
"I pray for the families of these innocent victims of this cruel ass violence, I've been through it. #AllLivesMatter",1,0,1,0,0,0,0,0,0,0,0
Their value does not depend upon whether they bark or meow. #AllLivesMatter #vegan https://t.co/cdJH9Ha5tg,0,1,1,0,0,0,0,0,0,1,0
We say #BlackLivesMatter because we're the ones getting shot down by cops. We already KNOW other lives matter. #AllLivesMatter is deflection,0,0,1,0,0,0,0,0,0,1,1
I'm sorry but not sorry cause   #AllLivesMatter DONT matter. Cause ALL lives aren't getting taken like Black lives.,0,0,1,0,0,0,0,0,0,1,1
#ParisAttacks what about their lives? #AllLivesMatter not just #French ones https://t.co/qIdnvnAu4h,0,0,1,0,0,0,0,0,0,0,1
"My kids matter
 so i teach them to be law abiding citizens so the police wont have a reason to bother them. #Ferguson #AllLivesMatter",0,0,0,1,1,0,0,0,0,0,0
Respect begets respect. It's a 2-way street. Why should protesters show respect when they're publicly vilified? #ThisEndsNow #AllLivesMatter,0,0,1,0,1,0,0,0,0,0,0
#AllLivesMatter cops need to stop killing. People need to obey the law. It's a two way street but everyone wants to point fingers.,1,0,1,0,1,0,0,0,0,1,0
#ALLLIVESMATTER ...Black lives...white lives...yellow lives...blue lives..Life is sacred..Let's not lose this SENSE of the SACREDNESS =LIFE,0,0,1,0,0,0,1,0,0,0,0
People actually want to protest peacefully but people want to act ignorant and riot... Stop the violence #AllLivesMatter #Baltimore,0,0,1,1,0,0,0,0,0,0,0
